pitcher,pitch_1,pitch_2,pitch_3,tunnel_score,composite_tunnel_score,avg_run_value
571945,CH,FF,SL,0.28946696260902316,-0.34456329611503794,0.006539836827502535
571945,CH,SI,SL,0.27710472714216683,-0.3796797259232152,0.014504710613011878
571945,CU,FF,SI,0.266470355180599,0.07976989584154952,0.005289333497185282
571945,CU,FF,SL,0.3356946040415285,0.16799730564969048,0.004621530916256198
571945,CU,SI,SL,0.3354989392688285,0.14838736433732258,0.010935803933886584
571945,FF,SI,SL,0.09995146818502391,-0.6974571375495539,0.005337121685097488
573124,FC,SI,ST,0.32310159051861065,0.03653317393508169,0.0022503723377846367
573204,CU,FF,SL,0.2428652705787603,0.06770936878020721,0.0010300882186563137
579328,FF,FS,SL,0.33220148282865086,-0.27717226980023907,0.00226825774085033
592094,CH,FF,SL,0.4031344298117239,-0.1708825747582444,-0.001589346312983324
592332,FF,FS,SL,0.3363568918271494,-0.1959849626935176,-0.0012399902165623393
592662,CH,FF,KC,0.40089414259109774,0.07082766470467902,-0.006200971360258815
592662,CH,FF,SI,0.40683481050375975,-0.2336415168246689,0.00017112584624798667
592662,CH,FF,SL,0.4937958619215829,-0.12280826912557519,-0.003598788930094997
592662,CH,KC,SI,0.2139008312546743,-0.17291713368430273,-0.008843421564548166
592662,CH,KC,SL,0.3434060179552671,-0.26328594442138453,-0.009935769287134362
592662,CH,SI,SL,0.32297324244858355,-0.3459432626933923,-0.004211464026046546
592662,FF,KC,SI,0.24752970808380792,-0.12463775436331165,-0.0015024015012813636
592662,FF,KC,SL,0.4423917384843044,0.12371701286182442,-0.0033654176240616243
592662,FF,SI,SL,0.4640953491941982,-0.16804401791380574,0.0008638174132380657
592662,KC,SI,SL,0.30794236651083945,-0.05305969634755298,-0.0035000684628863745
592773,FF,FS,SL,0.44211295489465413,-0.1176437312768799,0.004139990805451733
592791,CH,CU,FC,0.3006746329721784,-0.27992437366558376,0.016209380838974368
592791,CH,CU,FF,0.34162466409501757,-0.02124659650334726,0.015446098420203069
592791,CH,CU,SI,0.35874367829118037,0.012346132283424257,0.024316966101689323
592791,CH,CU,ST,0.3690880642349648,-0.2926465517069465,-0.006301638592181969
592791,CH,FC,FF,0.2200874488197321,-0.43347756065348814,0.016826471917028206
592791,CH,FC,SI,0.1320776104573597,-0.5338732320294306,0.02401469576340978
592791,CH,FC,ST,0.17431567438962206,-0.47674896966344166,0.00669269340769284
592791,CH,FF,SI,0.26347994321852775,-0.3663988620936003,0.020696063202403477
592791,CH,FF,ST,0.2522880264612127,-0.17088565367425268,0.0012521911657583209
592791,CH,SI,ST,0.19441071642929833,-0.2328769368580219,0.006358621540725145
592791,CU,FC,FF,0.3094968252357784,-0.06219403980430086,0.015181126110020395
592791,CU,FC,SI,0.3332834476649121,-0.020103337927315373,0.0212573984249537
592791,CU,FC,ST,0.3301956352570598,-0.24229938517682706,0.003963807033965268
592791,CU,FF,SI,0.3655017718863472,0.020959430411662743,0.018284873989263435
592791,CU,FF,ST,0.30898397878891753,-0.06284767078449023,-0.0009258984688656035
592791,CU,SI,ST,0.36290312954850923,0.017647419284668453,0.0015572592859774174
592791,FC,FF,SI,0.21089308603521917,-0.5333378386022734,0.020705902250136937
592791,FC,FF,ST,0.18626897092626737,-0.25502799344206667,0.007551553143735958
592791,FC,SI,ST,0.13505926912732386,-0.30852130353562196,0.018234791627403265
592791,FF,SI,ST,0.20429991429751046,-0.2202729963696913,0.006754931289149852
593958,CH,CU,FC,0.31846547346100257,-0.1912485120184614,-0.007306045861133577
593958,CH,CU,FF,0.30581621667678055,-0.08062922165182158,-0.016291960261970495
593958,CH,CU,SI,0.23684172483017793,-0.1948396046645172,-0.005130556641436087
